id,state,female,lgbt,race,age,education,employed,hours_worked,watch_tucker,watch_maddow,therm_biden,therm_trump,therm_harris,therm_pence,therm_obama,therm_dem_party,therm_rep_party,therm_feminists,therm_liberals,therm_labor_unions,therm_big_business,therm_conservatives,therm_supreme_court,therm_congress,therm_police,therm_scientists,contributed_to_party,voted,voted_for_biden,voted_for_trump,vote_type
6308,California,1,0,White,26,Some college,1,40,0,0,70,0,70,50,85,70,30,50,50,100,0,50,30,30,15,85,0,1,1,0,Voted for Biden
6309,Texas,1,0,Black,18,High school,0,0,0,0,70,40,70,70,100,50,50,70,0,70,0,70,0,70,70,0,0,1,1,0,Voted for Biden
6310,Delaware,0,NA,White,62,Bachelor's degree,1,40,0,0,30,85,15,100,30,0,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6311,Louisiana,1,0,White,37,Bachelor's degree,0,70,0,0,70,0,85,0,100,60,15,100,100,100,15,30,50,40,20,100,0,1,1,0,Voted for Biden
6312,Oklahoma,0,0,Black,32,Bachelor's degree,1,40,0,0,80,0,80,0,100,70,0,90,100,50,50,15,30,50,0,100,0,1,1,0,Voted for Biden
6313,Arizona,0,0,White,54,Some college,0,72,1,0,0,90,0,90,65,0,85,60,40,60,30,70,70,50,70,40,1,1,0,1,Voted for Trump
6314,California,1,1,White,34,Some college,0,50,0,0,60,0,100,0,85,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6315,NA,0,0,White,60,Bachelor's degree,1,50,1,0,0,95,NA,60,30,0,85,50,0,0,60,70,60,15,100,85,0,0,NA,NA,Did not vote
6316,Mississippi,0,0,White,74,Graduate degree,0,8,0,0,0,100,0,100,0,0,85,15,0,60,70,85,85,40,85,85,0,1,0,1,Voted for Trump
6317,Washington,0,0,NA,34,Graduate degree,1,55,0,0,9,50,0,50,30,40,50,40,50,40,30,50,60,60,80,60,0,1,0,0,Voted for third party
6318,Pennsylvania,0,0,White,62,High school,0,0,0,0,NA,NA,0,100,15,0,70,15,0,85,60,85,85,50,100,60,1,1,0,1,Voted for Trump
6319,NA,1,0,White,36,Less than high school,0,40,0,0,0,100,0,100,0,0,85,30,0,30,50,60,70,30,85,60,0,1,0,1,Voted for Trump
6320,California,1,0,White,44,Bachelor's degree,0,50,0,0,100,0,85,15,100,85,0,100,85,85,70,30,70,60,70,100,1,1,1,0,Voted for Biden
6321,Massachusetts,0,0,White,57,Some college,0,0,0,0,70,0,60,0,70,60,0,70,60,60,15,50,30,15,70,100,1,1,1,0,Voted for Biden
6322,Washington,1,0,White,74,Some college,0,0,0,0,60,0,70,50,70,70,15,60,50,85,50,70,70,70,85,70,0,0,NA,NA,Did not vote
6323,NA,0,0,Black,44,High school,1,12,0,0,70,0,85,70,100,85,30,70,60,40,70,60,70,60,40,30,0,0,NA,NA,Did not vote
6324,Michigan,1,0,White,45,Less than high school,0,0,1,0,85,40,50,50,100,85,15,0,50,50,60,50,60,70,60,70,0,1,NA,NA,Voted for third party
6325,New York,1,0,White,30,Graduate degree,1,40,0,0,60,30,30,15,70,50,40,50,50,100,15,30,50,50,50,85,0,1,NA,NA,Voted for third party
6326,NA,0,0,White,24,Less than high school,1,50,0,0,0,0,50,0,100,70,0,100,70,50,15,0,40,15,30,100,0,0,NA,NA,Did not vote
6327,Pennsylvania,1,0,White,63,High school,1,36,0,0,15,85,40,70,40,15,50,50,50,NA,30,60,60,50,60,85,0,1,0,1,Voted for Trump
6328,Washington,1,0,White,66,Some college,0,0,0,0,0,100,0,100,15,0,85,60,0,50,15,100,70,40,85,85,0,1,0,1,Voted for Trump
6329,Tennessee,1,0,Native American,54,High school,1,32,0,0,15,85,50,85,50,50,70,50,15,50,85,50,50,40,100,85,0,1,0,1,Voted for Trump
6330,New York,0,0,White,75,Some college,0,0,0,0,85,0,85,15,100,70,15,80,90,80,NA,40,60,30,85,95,0,1,1,0,Voted for Biden
6331,Ohio,0,0,White,31,Some college,1,36,0,0,60,30,70,15,85,50,15,40,10,60,30,30,40,60,70,100,0,1,1,0,Voted for Biden
6332,California,1,0,White,58,Bachelor's degree,0,NA,0,0,70,0,85,0,100,85,40,85,70,50,40,40,40,40,50,80,1,1,1,0,Voted for Biden
6333,Oregon,0,0,White,45,Some college,1,40,0,0,0,100,0,85,0,0,70,50,15,40,40,85,85,40,85,60,0,1,0,1,Voted for Trump
6334,Alabama,0,0,Multiracial,74,Some college,0,25,0,0,100,50,100,60,100,100,70,50,50,100,50,50,50,50,100,100,1,1,1,0,Voted for Biden
6335,Nevada,0,0,White,29,Graduate degree,1,40,0,0,80,0,90,2,98,85,1,80,95,40,60,0,50,45,40,100,0,1,1,0,Voted for Biden
6336,Washington,1,1,White,32,Graduate degree,0,0,0,0,70,0,85,0,100,60,15,100,85,70,40,45,45,30,45,100,0,1,1,0,Voted for Biden
6337,Maryland,0,0,White,35,Some college,1,40,0,0,70,0,70,10,90,85,10,100,100,50,0,0,0,50,40,100,0,1,1,0,Voted for Biden
6338,Indiana,0,0,White,63,Graduate degree,0,0,0,1,70,0,70,10,85,70,0,60,70,60,40,30,40,40,60,85,0,1,1,0,Voted for Biden
6339,California,0,0,Multiracial,32,Less than high school,1,40,0,0,50,0,25,0,100,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6340,NA,1,0,Black,35,Some college,1,40,0,0,70,0,50,50,100,85,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6341,South Carolina,1,0,White,68,Some college,0,0,0,0,100,0,100,0,100,85,0,85,85,70,50,30,40,70,85,100,1,1,1,0,Voted for Biden
6342,Arkansas,0,0,White,31,Bachelor's degree,1,40,0,0,30,60,30,50,40,15,70,40,15,30,60,85,70,50,85,85,0,1,0,1,Voted for Trump
6343,Oregon,0,0,White,50,Bachelor's degree,1,50,0,0,50,0,65,0,75,45,0,75,70,70,10,10,55,25,20,80,0,1,1,0,Voted for Biden
6344,Mississippi,0,0,White,77,Bachelor's degree,0,0,1,0,15,85,15,85,15,0,70,50,30,15,70,85,70,15,85,70,0,1,0,1,Voted for Trump
6345,Maryland,0,0,Asian,41,Bachelor's degree,1,45,0,0,70,60,70,60,70,85,70,85,50,70,85,50,100,85,60,100,0,1,1,0,Voted for Biden
6346,North Carolina,0,0,White,37,Bachelor's degree,1,40,0,1,70,30,60,15,85,70,60,95,70,80,90,60,70,55,75,100,0,1,1,0,Voted for Biden
6347,Tennessee,0,0,Black,50,Bachelor's degree,1,44,0,0,60,85,70,85,60,60,85,60,70,70,70,60,70,70,85,100,0,1,1,0,Voted for Biden
6348,Connecticut,1,0,White,40,Graduate degree,1,40,0,0,85,30,40,85,85,60,70,50,85,100,85,50,85,85,100,100,0,0,NA,NA,Did not vote
6349,Connecticut,1,1,White,35,Some college,0,45,0,0,60,0,85,0,85,60,30,100,70,50,30,40,60,40,70,85,1,1,1,0,Voted for Biden
6350,Ohio,0,0,White,25,Bachelor's degree,1,40,0,0,40,15,30,15,60,50,50,60,50,40,50,50,40,15,60,85,0,1,0,1,Voted for Trump
6351,Illinois,1,0,White,30,Bachelor's degree,1,40,0,0,70,0,90,30,100,70,0,70,90,100,90,70,70,70,70,100,0,1,0,0,Voted for third party
6352,Virginia,1,0,White,65,Less than high school,1,40,0,0,15,100,15,70,60,40,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6353,Illinois,1,0,Black,68,Bachelor's degree,0,0,0,0,100,0,100,50,100,85,40,85,50,100,70,75,100,85,70,70,0,1,1,0,Voted for Biden
6354,Washington,1,0,White,53,Some college,0,40,0,0,85,0,70,50,100,70,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6355,New York,1,0,White,78,Some college,0,0,0,0,70,0,100,50,85,60,30,70,70,50,60,50,50,40,100,100,0,1,1,0,Voted for Biden
6356,Oregon,0,0,White,40,Some college,1,40,0,0,100,0,75,0,100,65,30,85,60,30,30,85,85,40,40,85,0,1,1,0,Voted for Biden
6357,Michigan,0,0,White,47,Some college,1,60,0,0,0,100,0,100,30,0,100,0,0,15,70,85,60,50,85,85,0,1,0,1,Voted for Trump
6358,Florida,0,0,White,44,Some college,1,32,0,0,60,0,70,50,100,60,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6359,Virginia,1,0,White,66,Graduate degree,0,0,0,0,0,85,15,70,30,0,100,100,15,60,30,100,85,0,40,100,0,1,0,1,Voted for Trump
6360,Illinois,0,0,White,76,Some college,0,0,0,0,50,40,60,40,50,50,60,50,50,85,60,50,70,70,70,85,0,1,1,0,Voted for Biden
6361,New York,0,0,White,67,High school,0,0,0,0,50,70,50,70,70,50,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6362,Florida,1,0,Native American,NA,Some college,1,2,0,0,50,50,50,50,85,50,50,70,50,100,50,50,60,50,100,50,0,1,0,0,Voted for third party
6363,Virginia,0,0,White,68,Graduate degree,1,30,0,0,70,0,85,10,95,55,5,80,80,65,40,25,30,40,30,85,1,1,1,0,Voted for Biden
6364,California,1,0,Hispanic,76,High school,0,0,0,0,100,0,100,0,100,100,0,50,NA,100,50,NA,50,50,90,100,0,1,1,0,Voted for Biden
6365,Michigan,1,0,Hispanic,64,NA,0,0,0,0,85,15,70,0,50,60,60,NA,40,60,50,85,85,NA,85,100,0,1,NA,NA,Voted for third party
6366,Colorado,1,1,White,29,Some college,1,30,0,0,60,15,50,40,70,60,40,85,60,70,15,50,30,40,40,60,0,1,1,0,Voted for Biden
6367,Texas,0,0,Hispanic,44,Bachelor's degree,1,42,0,1,70,15,60,30,85,60,40,70,70,85,70,0,60,60,60,70,0,1,1,0,Voted for Biden
6368,Louisiana,1,1,White,36,Some college,0,0,0,0,40,60,30,NA,60,50,50,50,50,100,50,50,85,15,100,100,0,1,0,1,Voted for Trump
6369,Florida,1,0,White,52,High school,0,0,0,0,0,10,0,100,0,0,100,70,0,30,50,60,100,40,100,20,0,1,0,1,Voted for Trump
6370,California,0,0,Hispanic,33,Graduate degree,1,50,0,0,40,0,0,85,70,40,30,15,50,50,0,40,70,30,60,85,0,1,1,0,Voted for Biden
6371,New York,1,0,White,51,Some college,1,40,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,Voted for Trump
6372,NA,1,0,Hispanic,25,Some college,1,35,0,0,30,70,0,70,0,100,0,100,50,50,0,100,40,85,100,100,0,1,1,0,Voted for Biden
6373,Louisiana,1,0,White,66,Bachelor's degree,0,0,0,0,15,85,0,70,0,30,85,50,0,50,50,100,85,70,100,60,0,1,0,1,Voted for Trump
6374,California,0,0,Black,38,Bachelor's degree,1,40,0,0,90,0,90,0,100,85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6375,Texas,0,0,Hispanic,42,Bachelor's degree,0,40,0,0,15,85,3,2,25,0,92,60,49,49,70,90,90,49,95,95,0,1,0,1,Voted for Trump
6376,Oklahoma,0,0,White,65,Some college,0,0,0,0,0,100,0,100,0,0,70,0,0,0,80,90,75,20,80,50,1,1,0,1,Voted for Trump
6377,NA,1,0,White,55,Some college,1,40,0,0,NA,NA,NA,NA,NA,NA,NA,100,60,40,30,15,50,50,100,100,0,0,NA,NA,Did not vote
6378,NA,1,1,White,20,Some college,1,20,0,0,60,0,NA,50,70,50,0,100,70,50,15,0,15,30,20,85,0,1,1,0,Voted for Biden
6379,Minnesota,0,0,White,75,Graduate degree,0,0,1,1,30,85,40,85,15,15,50,40,40,50,60,60,70,0,85,70,0,1,0,1,Voted for Trump
6380,California,1,0,Black,26,High school,1,40,0,0,15,0,100,NA,100,50,50,60,60,15,60,60,0,50,0,40,0,0,NA,NA,Did not vote
6381,Illinois,1,0,White,36,Some college,1,6,0,0,50,100,50,100,60,40,85,50,50,70,40,50,40,40,85,50,0,1,0,1,Voted for Trump
6382,Indiana,1,0,Multiracial,34,Some college,1,35,0,0,50,60,30,0,50,45,44,50,50,100,40,50,30,30,50,50,0,0,NA,NA,Did not vote
6383,New Jersey,1,0,White,39,Bachelor's degree,0,0,0,0,75,0,NA,NA,95,80,0,50,70,50,50,40,50,40,50,70,0,1,1,0,Voted for Biden
6384,NA,1,0,Hispanic,21,High school,0,0,0,0,0,100,0,0,0,0,100,100,50,50,50,50,50,50,100,100,0,0,NA,NA,Did not vote
6385,Florida,1,0,White,38,Graduate degree,1,60,0,0,85,15,70,30,90,80,50,100,85,60,40,50,60,40,70,85,0,1,1,0,Voted for Biden
6386,Maryland,0,0,White,34,Some college,1,30,0,0,70,0,40,15,70,65,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6387,New Mexico,0,0,White,67,Bachelor's degree,0,0,0,0,70,0,70,0,85,70,0,100,50,50,50,50,60,50,100,100,0,1,1,0,Voted for Biden
6388,NA,0,0,Native American,63,Graduate degree,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,50,50,50,60,50,60,50,60,60,0,0,NA,NA,Did not vote
6389,New York,0,0,Black,41,High school,0,50,0,0,NA,NA,0,0,70,15,40,50,40,85,50,40,85,15,85,100,0,1,1,0,Voted for Biden
6390,Illinois,0,0,White,75,Some college,0,0,0,0,70,15,60,15,85,70,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6391,Kentucky,1,0,White,68,Graduate degree,1,30,0,0,100,0,98,0,100,98,0,100,100,90,40,50,30,90,60,100,1,1,1,0,Voted for Biden
6392,Indiana,1,0,White,73,Graduate degree,0,0,0,0,85,0,85,0,100,80,10,70,70,95,75,60,60,40,98,100,0,1,1,0,Voted for Biden
6393,Texas,0,NA,Hispanic,20,High school,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,60,60,60,60,60,60,60,60,60,0,1,1,0,Voted for Biden
6394,Tennessee,1,1,White,31,Some college,0,0,0,0,70,0,70,0,100,85,0,85,85,60,15,15,70,60,15,85,0,1,1,0,Voted for Biden
6395,California,1,0,Multiracial,34,Graduate degree,1,35,0,0,NA,0,85,0,85,60,0,90,60,50,15,30,15,30,50,90,0,1,1,0,Voted for Biden
6396,Texas,1,0,Hispanic,32,Some college,0,0,0,0,0,100,0,100,15,0,85,50,15,30,15,50,70,70,100,85,0,1,0,1,Voted for Trump
6397,Texas,1,0,Asian,50,Bachelor's degree,1,55,0,0,40,30,45,40,50,50,50,50,50,40,50,45,60,60,50,55,0,1,1,0,Voted for Biden
6398,Florida,1,0,White,NA,Graduate degree,0,0,0,0,60,0,60,15,70,40,15,70,60,60,40,40,85,15,70,100,0,1,1,0,Voted for Biden
6399,Texas,0,0,Hispanic,33,Graduate degree,1,40,0,0,0,100,0,100,0,0,90,50,0,40,50,100,85,50,100,50,1,1,0,1,Voted for Trump
6400,Texas,1,0,White,65,Graduate degree,0,0,0,0,15,90,15,100,0,15,90,50,0,50,30,100,70,70,95,60,0,1,0,1,Voted for Trump
6401,Florida,1,0,White,71,Graduate degree,0,0,0,0,0,85,0,85,50,15,85,50,50,40,100,85,85,40,100,60,0,1,0,1,Voted for Trump
6402,Wisconsin,0,0,White,34,Bachelor's degree,1,40,0,0,40,70,40,60,60,40,70,50,60,50,50,40,70,50,70,60,0,1,1,0,Voted for Biden
6403,Arkansas,0,0,White,54,Some college,0,40,0,0,NA,85,NA,NA,30,NA,NA,20,20,80,90,50,90,90,10,100,0,0,NA,NA,Did not vote
6404,Florida,1,0,White,66,High school,0,0,0,0,70,15,60,30,85,40,70,60,50,40,50,50,85,50,85,70,0,1,NA,NA,Voted for third party
6405,Minnesota,0,0,White,44,Bachelor's degree,1,30,0,1,30,40,30,40,40,40,60,50,50,60,60,50,70,30,85,85,0,1,1,0,Voted for Biden
6406,NA,0,0,White,52,Bachelor's degree,0,20,0,0,0,100,0,100,0,0,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6407,Kentucky,1,0,Black,70,Some college,0,0,0,0,85,0,100,0,100,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6408,Ohio,1,0,White,34,High school,1,40,0,0,0,85,50,50,60,60,60,50,30,85,40,50,70,70,100,100,0,1,0,1,Voted for Trump
6409,NA,0,0,White,43,Some college,1,42,0,0,0,100,0,70,15,15,70,50,30,60,40,70,60,40,60,40,0,1,0,1,Voted for Trump
6410,NA,1,0,Hispanic,36,Some college,1,27,0,0,50,0,50,0,100,50,0,50,50,50,50,50,50,50,50,50,0,0,NA,NA,Did not vote
6411,Florida,0,0,White,58,Some college,1,48,0,0,50,15,60,0,85,50,50,60,60,60,60,60,50,40,85,100,0,1,1,0,Voted for Biden
6412,California,1,0,Asian,NA,Bachelor's degree,0,0,0,0,0,70,0,50,60,70,50,50,50,50,50,50,50,50,50,85,0,1,0,1,Voted for Trump
6413,Ohio,1,0,White,75,Some college,0,0,0,0,40,0,50,0,40,49,30,70,60,70,30,60,40,30,85,85,0,1,1,0,Voted for Biden
6414,Illinois,1,0,White,53,Less than high school,0,50,0,0,50,85,NA,NA,30,NA,NA,50,70,100,50,85,85,15,100,100,0,1,0,1,Voted for Trump
6415,Pennsylvania,0,0,Hispanic,65,High school,0,0,0,0,85,30,85,40,100,85,30,50,50,50,60,40,70,70,70,85,0,1,1,0,Voted for Biden
6416,New Jersey,1,0,Black,52,Some college,1,40,0,0,60,0,15,NA,70,80,0,0,0,60,0,40,50,50,60,50,0,1,1,0,Voted for Biden
6417,Nebraska,0,0,White,35,Bachelor's degree,1,45,0,0,70,0,85,15,85,70,0,60,70,70,30,30,15,30,15,100,1,1,1,0,Voted for Biden
6418,Idaho,0,0,White,63,High school,1,40,0,0,0,100,0,100,0,0,100,50,0,0,100,50,70,30,100,60,0,1,NA,NA,Voted for third party
6419,Kentucky,0,0,White,28,Some college,1,50,0,0,0,60,0,85,0,0,60,49,50,50,15,50,50,50,50,50,0,1,NA,NA,Voted for third party
6420,Pennsylvania,0,0,White,33,Graduate degree,1,40,0,0,40,60,50,50,60,0,0,50,50,60,40,50,60,0,60,70,0,0,NA,NA,Did not vote
6421,California,1,0,White,57,Some college,0,40,0,0,0,100,40,50,40,0,100,20,10,60,80,90,85,70,90,90,0,1,0,1,Voted for Trump
6422,NA,1,0,White,65,Some college,0,0,0,0,50,15,30,15,30,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6423,Indiana,1,0,Hispanic,65,High school,0,0,0,0,0,100,NA,NA,85,15,100,NA,5,7,6,4,7,6,7,7,0,1,0,1,Voted for Trump
6424,Oregon,1,0,White,48,Some college,0,15,0,0,70,0,60,0,100,60,0,50,50,50,0,0,0,0,30,100,1,1,1,0,Voted for Biden
6425,Florida,1,0,Black,25,Some college,1,40,0,0,70,0,50,15,100,70,30,70,50,50,50,85,50,50,40,85,0,1,1,0,Voted for Biden
6426,Ohio,1,0,White,64,Bachelor's degree,1,35,0,0,0,85,50,85,0,0,70,100,60,60,70,70,70,50,70,70,0,1,0,1,Voted for Trump
6427,New York,0,0,White,80,Graduate degree,0,0,0,0,85,0,100,0,100,85,15,100,70,100,30,50,60,40,100,100,1,1,1,0,Voted for Biden
6428,NA,1,0,Black,49,High school,NA,0,0,0,100,85,100,85,100,100,60,100,15,0,0,60,85,85,100,100,0,0,NA,NA,Did not vote
6429,Michigan,0,0,White,67,Graduate degree,0,0,0,1,80,0,70,10,85,70,15,85,75,75,20,35,15,75,40,60,1,1,1,0,Voted for Biden
6430,Michigan,0,0,White,59,Some college,1,40,0,0,70,15,50,30,85,85,40,70,60,60,40,70,40,15,60,85,0,1,1,0,Voted for Biden
6431,Oregon,0,0,White,39,Some college,1,60,0,0,0,60,50,50,70,10,65,50,50,50,50,75,50,50,70,85,0,1,0,1,Voted for Trump
6432,Washington,1,0,White,61,Bachelor's degree,1,40,0,0,85,0,70,15,100,60,15,100,60,85,50,40,70,15,85,85,0,1,NA,NA,Voted for third party
6433,NA,1,1,White,40,Less than high school,1,38,0,0,0,0,0,85,15,0,0,15,0,100,15,85,0,0,60,50,0,0,NA,NA,Did not vote
6434,Texas,1,0,White,52,Bachelor's degree,0,0,0,0,70,30,30,50,70,40,60,75,40,50,30,75,50,30,60,0,0,1,1,0,Voted for Biden
6435,California,0,1,White,46,Bachelor's degree,1,50,0,0,100,0,85,0,100,85,15,60,85,50,50,50,70,70,90,100,0,1,1,0,Voted for Biden
6436,Tennessee,1,0,White,51,Less than high school,0,20,0,0,15,100,0,80,0,10,100,60,5,50,50,70,75,80,70,70,0,1,0,1,Voted for Trump
6437,New Mexico,1,0,White,NA,Bachelor's degree,0,0,0,0,85,0,85,15,100,70,10,85,70,60,40,15,30,25,40,90,1,1,1,0,Voted for Biden
6438,West Virginia,0,0,White,63,Bachelor's degree,1,30,0,0,0,85,0,85,0,0,85,0,0,50,40,100,70,40,90,60,0,1,0,1,Voted for Trump
6439,NA,0,0,Hispanic,31,Some college,1,50,0,0,0,100,0,100,0,0,75,45,0,50,40,70,50,45,70,70,0,0,NA,NA,Did not vote
6440,Pennsylvania,1,0,White,80,High school,0,0,0,0,15,100,0,100,0,15,85,50,15,50,30,85,60,15,85,60,1,1,0,1,Voted for Trump
6441,Florida,1,0,Hispanic,80,Some college,0,0,0,0,0,100,0,85,0,0,100,50,30,0,85,100,85,50,100,85,1,1,0,1,Voted for Trump
6442,Iowa,1,0,White,51,Graduate degree,1,40,0,0,85,0,85,30,100,70,15,85,85,70,60,30,60,60,70,85,0,1,1,0,Voted for Biden
6443,Indiana,1,0,White,59,Bachelor's degree,0,45,0,0,60,0,50,60,70,50,50,70,70,60,50,85,70,60,85,85,0,0,NA,NA,Did not vote
6444,Texas,1,0,Hispanic,55,Some college,1,50,0,0,100,0,100,50,100,100,0,50,50,70,50,50,70,50,100,100,0,1,1,0,Voted for Biden
6445,Minnesota,1,0,White,29,Some college,1,36,1,0,0,100,50,50,15,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6446,NA,1,0,Black,20,Some college,1,40,0,0,50,0,50,50,60,70,60,100,100,100,100,100,50,50,60,100,0,0,NA,NA,Did not vote
6447,California,0,0,Asian,80,NA,1,11,0,0,50,70,50,50,50,50,50,40,50,50,70,50,50,50,50,60,0,1,0,1,Voted for Trump
6448,Indiana,0,0,White,47,Bachelor's degree,1,42,0,0,50,60,50,60,70,50,70,50,30,50,30,60,85,60,70,60,0,0,NA,NA,Did not vote
6449,Texas,1,1,White,28,Graduate degree,1,45,0,0,60,15,70,15,100,85,15,100,85,100,15,40,45,45,30,100,0,1,1,0,Voted for Biden
6450,NA,0,0,White,48,Some college,1,48,1,0,0,85,0,60,40,0,85,30,0,85,40,85,60,15,85,85,0,1,0,1,Voted for Trump
6451,Texas,0,0,Black,63,Bachelor's degree,0,0,0,0,100,0,100,0,100,100,0,50,100,100,50,0,50,70,50,100,1,1,1,0,Voted for Biden
6452,NA,1,0,White,33,Some college,1,40,0,0,0,85,0,50,0,0,85,50,0,50,50,0,0,0,70,85,0,0,NA,NA,Did not vote
6453,Virginia,1,0,White,55,Bachelor's degree,1,35,0,1,85,15,85,45,90,70,50,60,70,50,60,40,70,60,85,90,1,1,1,0,Voted for Biden
6454,Tennessee,1,0,White,29,Graduate degree,1,60,0,0,60,0,60,0,85,40,0,90,90,75,15,0,30,40,60,100,0,1,1,0,Voted for Biden
6455,Missouri,0,0,Native American,51,Some college,0,0,0,0,15,100,15,100,15,15,85,50,50,50,50,50,70,70,50,50,0,0,NA,NA,Did not vote
6456,Illinois,1,0,Hispanic,38,Some college,0,0,0,0,60,15,40,30,60,30,40,50,40,70,40,40,70,60,85,70,0,1,1,0,Voted for Biden
6457,California,1,0,Hispanic,NA,Bachelor's degree,1,40,0,0,60,70,70,85,85,60,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6458,North Carolina,1,0,White,80,Some college,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,50,50,30,60,100,85,40,100,70,0,1,0,1,Voted for Trump
6459,NA,0,0,White,34,Bachelor's degree,1,37,0,0,40,40,60,40,85,20,20,50,30,50,0,30,0,0,60,100,0,1,1,0,Voted for Biden
6460,NA,0,0,White,43,Graduate degree,0,60,0,0,60,30,70,60,70,60,50,40,40,40,30,30,50,40,40,100,0,0,NA,NA,Did not vote
6461,Michigan,0,1,White,41,Bachelor's degree,1,80,0,0,60,0,70,0,85,50,60,90,90,85,85,90,85,80,90,90,0,1,1,0,Voted for Biden
6462,Pennsylvania,0,0,White,51,Bachelor's degree,1,50,0,0,40,70,30,80,69,15,50,50,15,65,50,65,89,35,100,60,0,1,0,1,Voted for Trump
6463,Minnesota,0,0,White,58,High school,0,0,1,0,0,100,0,70,0,10,70,15,15,30,50,85,70,15,85,40,0,1,0,1,Voted for Trump
6464,New York,1,1,Black,35,Some college,0,0,NA,NA,70,0,30,50,100,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6465,Michigan,1,0,White,55,Some college,1,16,0,0,40,60,50,60,80,40,60,70,40,50,50,85,85,60,100,85,0,1,0,1,Voted for Trump
6466,Michigan,1,0,Hispanic,35,Bachelor's degree,1,40,0,0,70,0,85,15,100,60,0,70,70,85,15,30,40,40,40,100,0,1,1,0,Voted for Biden
6467,Maryland,1,0,Hispanic,38,Graduate degree,0,35,0,0,1,0,48,0,20,0,0,80,15,100,0,0,0,10,0,70,0,1,1,0,Voted for Biden
6468,Texas,1,0,White,39,Bachelor's degree,1,40,0,0,80,0,90,50,100,90,60,65,70,85,40,40,50,40,40,85,0,1,1,0,Voted for Biden
6469,New York,1,0,Hispanic,39,Some college,1,60,0,0,0,100,0,100,0,0,100,0,0,85,40,100,50,0,85,50,0,1,0,1,Voted for Trump
6470,NA,0,0,White,60,Less than high school,0,0,0,0,100,0,60,50,100,60,0,60,100,60,0,40,30,60,0,60,0,0,NA,NA,Did not vote
6471,Florida,1,0,Hispanic,56,Some college,0,0,NA,NA,50,85,50,85,50,0,85,NA,0,NA,NA,60,NA,NA,60,NA,0,1,0,1,Voted for Trump
6472,Florida,1,0,Hispanic,60,Some college,0,0,0,0,60,15,60,15,85,70,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6473,Michigan,NA,NA,NA,NA,Some college,0,0,0,0,85,NA,85,50,100,85,NA,50,50,50,40,50,50,50,85,85,0,1,1,0,Voted for Biden
6474,California,1,0,Asian,32,Bachelor's degree,1,80,0,0,75,0,80,5,90,65,0,90,85,75,25,35,80,60,50,75,0,1,1,0,Voted for Biden
6475,Utah,1,0,White,24,Some college,0,30,0,0,70,0,85,0,100,70,15,70,60,60,30,30,60,60,60,85,0,1,1,0,Voted for Biden
6476,NA,1,0,White,42,Some college,1,45,0,0,50,30,NA,NA,50,50,50,50,40,50,40,50,50,40,85,60,0,0,NA,NA,Did not vote
6477,Tennessee,0,0,White,72,Bachelor's degree,1,50,0,0,85,15,75,35,85,60,30,70,40,40,70,60,60,40,100,100,1,1,1,0,Voted for Biden
6478,Michigan,1,0,Hispanic,35,Some college,1,40,0,0,50,15,85,30,85,100,30,70,100,70,40,30,100,70,40,100,0,1,1,0,Voted for Biden
6479,Colorado,NA,NA,NA,NA,Some college,0,0,0,0,15,85,0,85,0,15,85,30,30,50,15,70,70,15,85,40,0,1,0,1,Voted for Trump
